2025-08-22 22:12:02,771 - INFO - Coordinates cache database initialized
2025-08-22 22:12:10,193 - WARNING - Could not geocode Taku-Campbell, Anchorage Borough, AK
2025-08-23 09:51:01,013 - WARNING - Could not geocode Lower East, Santa Barbara County, CA
2025-08-23 09:51:03,598 - WARNING - Could not geocode Monta Vista North, Santa Clara County, CA
2025-08-23 09:51:04,635 - WARNING - Could not geocode Edenvale - Seven Trees, Santa Clara County, CA
2025-08-23 09:51:05,607 - WARNING - Could not geocode Monta Vista South, Santa Clara County, CA
2025-08-23 09:51:07,088 - WARNING - Could not geocode West Murphy, Santa Clara County, CA
2025-08-23 09:51:07,715 - WARNING - Could not geocode Sunny Hills, Santa Clara County, CA
2025-08-23 09:51:08,642 - WARNING - Could not geocode Triangle South, Santa Clara County, CA
2025-08-23 09:51:09,676 - WARNING - Could not geocode San Tomas Aquinos, Santa Clara County, CA
2025-08-23 09:51:10,492 - WARNING - Could not geocode Creston-Pharlap, Santa Clara County, CA
2025-08-23 09:51:11,468 - WARNING - Could not geocode Martens-Carmelita, Santa Clara County, CA
2025-08-23 09:51:12,932 - WARNING - Could not geocode Charleston Meadow, Santa Clara County, CA
2025-08-23 09:51:13,819 - WARNING - Could not geocode Waverly Park, Santa Clara County, CA
2025-08-23 09:51:14,514 - WARNING - Could not geocode Inspiration Heights, Santa Clara County, CA
2025-08-23 09:51:15,898 - WARNING - Could not geocode Eastern Varsity Park, Santa Clara County, CA
2025-08-23 09:51:16,567 - WARNING - Could not geocode Fruitvale West, Santa Clara County, CA
2025-08-23 09:51:17,670 - WARNING - Could not geocode Jordan Jr. Hgh School, Santa Clara County, CA
2025-08-23 09:51:18,814 - WARNING - Could not geocode Adobe Meadow - Meadow Park, Santa Clara County, CA
2025-08-23 09:51:19,512 - WARNING - Could not geocode North Wishman, Santa Clara County, CA
2025-08-23 09:51:21,108 - WARNING - Could not geocode Saint Francis Acres, Santa Clara County, CA
2025-08-23 09:51:22,430 - WARNING - Could not geocode Gavello Glen, Santa Clara County, CA
2025-08-23 09:51:22,758 - WARNING - Could not geocode Charleston Gardens, Santa Clara County, CA
2025-08-23 09:51:24,297 - WARNING - Could not geocode Homestead Villa, Santa Clara County, CA
2025-08-23 09:51:24,908 - WARNING - Could not geocode Fair Grove, Santa Clara County, CA
2025-08-23 09:51:25,470 - WARNING - Could not geocode Sunol-Midtown, Santa Clara County, CA
2025-08-23 09:51:26,925 - WARNING - Could not geocode Palo Alto Orchards, Santa Clara County, CA
2025-08-23 09:51:27,465 - WARNING - Could not geocode Hutch Haven, Santa Clara County, CA
2025-08-23 09:51:28,642 - WARNING - Could not geocode Sunland Park, Santa Clara County, CA
2025-08-23 09:51:29,918 - WARNING - Could not geocode St. Claire Gardens, Santa Clara County, CA
2025-08-23 09:51:33,779 - WARNING - Could not geocode Saint Vincents Hill Historic District, Solano County, CA
2025-08-23 09:51:34,045 - WARNING - Could not geocode Granada Heights, Solano County, CA
2025-08-23 09:51:35,053 - WARNING - Could not geocode Heather Ridge, Solano County, CA
2025-08-23 09:51:37,756 - WARNING - Could not geocode Corby/Beachwood, Sonoma County, CA
2025-08-23 09:51:38,775 - WARNING - Could not geocode Sunset McMinn, Sonoma County, CA
2025-08-23 09:51:39,752 - WARNING - Could not geocode Olive Corby, Sonoma County, CA
2025-08-23 09:51:40,752 - WARNING - Could not geocode Lomita Heights, Sonoma County, CA
2025-08-23 09:51:46,872 - WARNING - Could not geocode Mooney Prospect, Tulare County, CA
2025-08-23 09:51:47,772 - WARNING - Could not geocode Foxglen, Tulare County, CA
2025-08-23 09:51:49,043 - WARNING - Could not geocode Eastgate Manor, Tulare County, CA
2025-08-23 09:51:50,941 - WARNING - Could not geocode Beverley Glen, Tulare County, CA
2025-08-23 09:51:51,017 - WARNING - Could not geocode Valley Oak Estates, Tulare County, CA
2025-08-23 09:51:51,816 - WARNING - Could not geocode Oakwest, Tulare County, CA
2025-08-23 09:51:53,971 - WARNING - Could not geocode Sierra View Park, Tulare County, CA
2025-08-23 09:51:54,438 - WARNING - Could not geocode Hyde Park, Tulare County, CA
2025-08-23 09:51:55,048 - WARNING - Could not geocode Kaweah Manor, Tulare County, CA
2025-08-23 09:51:56,989 - WARNING - Could not geocode Sterling Ranch, Tulare County, CA
2025-08-23 09:51:57,309 - WARNING - Could not geocode Garden Village, Tulare County, CA
2025-08-23 09:51:57,866 - WARNING - Could not geocode Giddings Height, Tulare County, CA
2025-08-23 09:51:59,019 - WARNING - Could not geocode Stonegate Estates, Tulare County, CA
2025-08-23 09:52:00,767 - WARNING - Could not geocode Island Oaks, Tulare County, CA
2025-08-23 09:52:00,969 - WARNING - Could not geocode Packwood Park, Tulare County, CA
2025-08-23 09:52:02,457 - WARNING - Could not geocode King's Estate, Tulare County, CA
2025-08-23 09:52:03,970 - WARNING - Could not geocode Whitney Terrace, Tulare County, CA
2025-08-23 09:52:04,334 - WARNING - Could not geocode College Village, Tulare County, CA
2025-08-23 09:52:05,675 - WARNING - Could not geocode Garden Estate, Tulare County, CA
2025-08-23 09:52:06,199 - WARNING - Could not geocode Glen-Arbor, Tulare County, CA
2025-08-23 09:52:08,815 - WARNING - Could not geocode Oak Manor, Tulare County, CA
2025-08-23 09:52:08,844 - WARNING - Could not geocode Hidden Oaks, Tulare County, CA
2025-08-23 09:52:09,138 - WARNING - Could not geocode Key West, Tulare County, CA
2025-08-23 09:52:09,934 - WARNING - Could not geocode Coopman Acres, Tulare County, CA
2025-08-23 09:52:11,938 - WARNING - Could not geocode Castlewood, Tulare County, CA
2025-08-23 09:52:13,383 - WARNING - Could not geocode River Oak Park, Tulare County, CA
2025-08-23 09:52:13,477 - WARNING - Could not geocode Three Oaks, Tulare County, CA
2025-08-23 09:52:14,845 - WARNING - Could not geocode Demaree Estates, Tulare County, CA
2025-08-23 09:52:15,007 - WARNING - Could not geocode Country Meadows, Tulare County, CA
2025-08-23 09:52:16,361 - WARNING - Could not geocode Belle Sera, Tulare County, CA
2025-08-23 09:52:17,688 - WARNING - Could not geocode River Run Ranch, Tulare County, CA
2025-08-23 09:52:20,008 - WARNING - Could not geocode Lemonwood/Eastmont, Ventura County, CA
2025-08-23 09:52:21,908 - WARNING - Could not geocode Pleasant Valley Estates, Ventura County, CA
2025-08-23 09:52:22,235 - WARNING - Could not geocode South Winds, Ventura County, CA
2025-08-23 09:52:24,009 - WARNING - Could not geocode La Colonia, Ventura County, CA
2025-08-23 09:52:24,425 - WARNING - Could not geocode Kamala Park, Ventura County, CA
2025-08-23 09:52:25,055 - WARNING - Could not geocode Bryce Canyon North, Ventura County, CA
2025-08-23 09:52:26,049 - WARNING - Could not geocode Cal-Gisler, Ventura County, CA
2025-08-23 09:52:28,214 - WARNING - Could not geocode Sea View Estates, Ventura County, CA
2025-08-23 09:52:29,201 - WARNING - Could not geocode Hobson Park East, Ventura County, CA
2025-08-23 09:52:29,653 - WARNING - Could not geocode South Bank, Ventura County, CA
2025-08-23 09:52:30,150 - WARNING - Could not geocode Bartolo Square South, Ventura County, CA
2025-08-23 09:52:31,820 - WARNING - Could not geocode Windsor North River Ridge, Ventura County, CA
2025-08-23 09:52:32,014 - WARNING - Could not geocode Blackstock South, Ventura County, CA
2025-08-23 09:52:33,048 - WARNING - Could not geocode Blackstock North, Ventura County, CA
2025-08-23 09:52:35,157 - WARNING - Could not geocode Hobson Park Wesk, Ventura County, CA
2025-08-23 09:52:35,224 - WARNING - Could not geocode Fremont North, Ventura County, CA
2025-08-23 09:52:36,073 - WARNING - Could not geocode Bryce Canyon South, Ventura County, CA
2025-08-23 09:52:37,218 - WARNING - Could not geocode Bartolo Square North, Ventura County, CA
2025-08-23 09:52:38,207 - WARNING - Could not geocode Fremont South, Ventura County, CA
2025-08-23 09:52:39,901 - WARNING - Could not geocode Diamond Bar, Ventura County, CA
2025-08-23 09:52:40,315 - WARNING - Could not geocode Victoria Estates, Ventura County, CA
2025-08-23 09:52:43,117 - WARNING - Could not geocode Northwest Village, Yolo County, CA
2025-08-23 09:52:44,252 - WARNING - Could not geocode Northeast Village, Yolo County, CA
2025-08-23 09:52:44,576 - WARNING - Could not geocode Broderrick/Bryte, Yolo County, CA
2025-08-23 09:52:46,234 - WARNING - Could not geocode Southwest Village, Yolo County, CA
2025-08-23 09:52:46,740 - WARNING - Could not geocode Michigan-Glide-Sutter, Yolo County, CA
2025-08-23 09:52:48,425 - WARNING - Could not geocode West Davis Manor, Yolo County, CA
2025-08-23 09:52:49,182 - WARNING - Could not geocode Senda Nueva, Yolo County, CA
2025-08-23 09:52:49,993 - WARNING - Could not geocode Sycamore South, Yolo County, CA
2025-08-23 09:52:50,812 - WARNING - Could not geocode Arbors at Oakshade, Yolo County, CA
2025-08-23 09:52:51,652 - WARNING - Could not geocode Willowcreek, Yolo County, CA
2025-08-23 09:52:53,248 - WARNING - Could not geocode Oeste Manor, Yolo County, CA
2025-08-23 09:52:54,294 - WARNING - Could not geocode Evergreen Meadows, Yolo County, CA
2025-08-23 09:52:55,443 - WARNING - Could not geocode Village Homes, Yolo County, CA
2025-08-23 09:52:55,771 - WARNING - Could not geocode Lake Alhambre, Yolo County, CA
2025-08-23 09:52:57,150 - WARNING - Could not geocode Green Meadows, Yolo County, CA
2025-08-23 09:52:58,037 - WARNING - Could not geocode Old Davis North, Yolo County, CA
2025-08-23 09:52:59,204 - WARNING - Could not geocode Rose Creek, Yolo County, CA
2025-08-23 09:52:59,802 - WARNING - Could not geocode Graystone Centex Homes, Yolo County, CA
2025-08-23 09:53:00,976 - WARNING - Could not geocode Richmond American Homes, Yolo County, CA
2025-08-23 09:53:02,278 - WARNING - Could not geocode La Buena Vida, Yolo County, CA
2025-08-23 09:53:02,683 - WARNING - Could not geocode Ranch Macero, Yolo County, CA
2025-08-23 09:53:03,850 - WARNING - Could not geocode Kaufmann and Broad, Yolo County, CA
2025-08-23 09:53:04,740 - WARNING - Could not geocode El Macero Estates, Yolo County, CA
2025-08-23 09:53:07,389 - WARNING - Could not geocode Sable Altura Chambers, Adams County, CO
2025-08-23 09:53:08,927 - WARNING - Could not geocode Tower Triangle, Adams County, CO
2025-08-23 09:53:09,300 - WARNING - Could not geocode Farmington, Adams County, CO
2025-08-23 09:53:10,408 - WARNING - Could not geocode Brandon Place, Adams County, CO
2025-08-23 09:53:11,649 - WARNING - Could not geocode Morris Heights, Adams County, CO
2025-08-23 09:53:12,312 - WARNING - Could not geocode Riverdale Heights, Adams County, CO
2025-08-23 09:53:13,419 - WARNING - Could not geocode Parkridge Village, Adams County, CO
2025-08-23 09:53:14,227 - WARNING - Could not geocode Cundall Farms, Adams County, CO
2025-08-23 09:53:15,478 - WARNING - Could not geocode East Glenn, Adams County, CO
2025-08-23 09:53:16,557 - WARNING - Could not geocode North Star Hills, Adams County, CO
2025-08-23 09:53:17,599 - WARNING - Could not geocode Harvest Ridge, Adams County, CO
2025-08-23 09:53:18,429 - WARNING - Could not geocode Woodbridge Station, Adams County, CO
2025-08-23 09:53:19,612 - WARNING - Could not geocode Colony Glen, Adams County, CO
2025-08-23 09:53:20,595 - WARNING - Could not geocode Arlington Meadows, Adams County, CO
2025-08-23 09:53:21,202 - WARNING - Could not geocode Wyndemere, Adams County, CO
2025-08-23 09:53:22,275 - WARNING - Could not geocode Mccoy Hills, Adams County, CO
2025-08-23 09:53:24,453 - WARNING - Could not geocode Yacht Club, Adams County, CO
2025-08-23 09:53:25,196 - WARNING - Could not geocode Burgandy, Adams County, CO
2025-08-23 09:53:26,830 - WARNING - Could not geocode Rancho Viejo, Adams County, CO
2025-08-23 09:53:27,403 - WARNING - Could not geocode Downing Park, Adams County, CO
2025-08-23 09:53:27,845 - WARNING - Could not geocode Meadow Park, Adams County, CO
2025-08-23 09:53:28,987 - WARNING - Could not geocode East York Villas, Adams County, CO
2025-08-23 09:53:29,601 - WARNING - Could not geocode Emerald Estates, Adams County, CO
2025-08-23 09:53:30,685 - WARNING - Could not geocode Thornton Meadows, Adams County, CO
2025-08-23 09:53:33,169 - WARNING - Could not geocode Delmar Parkway, Arapahoe County, CO
2025-08-23 09:53:35,323 - WARNING - Could not geocode Aurora Knolls - Hutchinson Heights, Arapahoe County, CO
2025-08-23 09:53:35,957 - WARNING - Could not geocode Meadow Wood, Arapahoe County, CO
2025-08-23 09:53:36,156 - WARNING - Could not geocode Ridgeview Glen, Arapahoe County, CO
2025-08-23 09:53:37,182 - WARNING - Could not geocode Jewell Heights - Hoffman Heights, Arapahoe County, CO
2025-08-23 09:53:38,270 - WARNING - Could not geocode Dayton Triangle, Arapahoe County, CO
2025-08-23 09:53:39,335 - WARNING - Could not geocode Carriage Place, Arapahoe County, CO
2025-08-23 09:53:40,616 - WARNING - Could not geocode Saddle Rock Golf Club, Arapahoe County, CO
2025-08-23 09:53:41,232 - WARNING - Could not geocode Highline Villages, Arapahoe County, CO
2025-08-23 09:53:42,101 - WARNING - Could not geocode Laredo Highline, Arapahoe County, CO
2025-08-23 09:53:43,216 - WARNING - Could not geocode East Ridge - Ptarmigan Park, Arapahoe County, CO
2025-08-23 09:53:44,452 - WARNING - Could not geocode Sable Ridge, Arapahoe County, CO
2025-08-23 09:53:46,016 - WARNING - Could not geocode Tollgate Overlook, Arapahoe County, CO
2025-08-23 09:53:46,921 - WARNING - Could not geocode City Center North, Arapahoe County, CO
2025-08-23 09:53:47,359 - WARNING - Could not geocode Romans Park- Arapahoe Acres, Arapahoe County, CO
2025-08-23 09:53:48,269 - WARNING - Could not geocode Belleview-Cornerstone Park, Arapahoe County, CO
2025-08-23 09:53:49,164 - WARNING - Could not geocode Lyn Knoll, Arapahoe County, CO
2025-08-23 09:53:50,366 - WARNING - Could not geocode South Broadway Heights, Arapahoe County, CO
2025-08-23 09:53:51,302 - WARNING - Could not geocode Sunny Vale, Arapahoe County, CO
2025-08-23 09:53:53,122 - WARNING - Could not geocode Medical District, Arapahoe County, CO
2025-08-23 09:53:53,646 - WARNING - Could not geocode Southeast Crossing, Arapahoe County, CO
2025-08-23 09:53:54,669 - WARNING - Could not geocode Baker Park, Arapahoe County, CO
2025-08-23 09:53:55,338 - WARNING - Could not geocode Third Cherry Creek, Arapahoe County, CO
2025-08-23 09:53:56,362 - WARNING - Could not geocode General Iron Works, Arapahoe County, CO
2025-08-23 09:53:57,112 - WARNING - Could not geocode Thunderbird Estates, Arapahoe County, CO
2025-08-23 09:53:59,789 - WARNING - Could not geocode Hartford - Yale, Boulder County, CO
2025-08-23 09:54:00,552 - WARNING - Could not geocode Southmoor, Boulder County, CO
2025-08-23 09:54:01,691 - WARNING - Could not geocode Newlands, Boulder County, CO
2025-08-23 09:54:02,875 - WARNING - Could not geocode East Foothills, Boulder County, CO
2025-08-23 09:54:03,655 - WARNING - Could not geocode Mapleton Hill, Boulder County, CO
2025-08-23 09:54:04,552 - WARNING - Could not geocode Keewaydin East, Boulder County, CO
2025-08-23 09:54:05,748 - WARNING - Could not geocode Majestic Heights, Boulder County, CO
2025-08-23 09:54:06,964 - WARNING - Could not geocode Hillcrest - Panorama Heights, Boulder County, CO
2025-08-23 09:54:07,910 - WARNING - Could not geocode Table Mesa North, Boulder County, CO
2025-08-23 09:54:08,717 - WARNING - Could not geocode East Chautauqua, Boulder County, CO
2025-08-23 09:54:10,645 - WARNING - Could not geocode Wonderland Hills, Boulder County, CO
2025-08-23 09:54:11,599 - WARNING - Could not geocode Carolyn Heights, Boulder County, CO
2025-08-23 09:54:11,608 - WARNING - Could not geocode Central Business District, Boulder County, CO
2025-08-23 09:54:12,678 - WARNING - Could not geocode Norwood - Quince, Boulder County, CO
2025-08-23 09:54:13,583 - WARNING - Could not geocode Juniper - Kalmia, Boulder County, CO
2025-08-23 09:54:15,730 - WARNING - Could not geocode North Wonderland, Boulder County, CO
2025-08-23 09:54:17,002 - WARNING - Could not geocode Forest Glen, Boulder County, CO
2025-08-23 09:54:19,933 - WARNING - Could not geocode Highland Park South, Broomfield County, CO
2025-08-23 09:54:20,543 - WARNING - Could not geocode Westlake Village, Broomfield County, CO
2025-08-23 09:54:21,392 - WARNING - Could not geocode Northmoor Estates, Broomfield County, CO
2025-08-23 09:54:23,448 - WARNING - Could not geocode Lambertson Farms, Broomfield County, CO
2025-08-23 09:54:24,380 - WARNING - Could not geocode Great Western Park, Broomfield County, CO
2025-08-23 09:54:24,416 - WARNING - Could not geocode Wilcox, Broomfield County, CO
2025-08-23 09:54:25,465 - WARNING - Could not geocode The Outlook, Broomfield County, CO
2025-08-23 09:54:28,592 - WARNING - Could not geocode Washington Virginia Vale, Denver County, CO
2025-08-23 09:54:29,779 - WARNING - Could not geocode Gateway - Green Valley Ranch, Denver County, CO
2025-08-23 09:54:30,192 - WARNING - Could not geocode Lowry Field, Denver County, CO
2025-08-23 09:54:31,612 - WARNING - Could not geocode College View - South Platte, Denver County, CO
2025-08-23 09:54:34,513 - WARNING - Could not geocode Reata North, Douglas County, CO
2025-08-23 09:54:39,339 - WARNING - Could not geocode Southeast Colorado Springs, El Paso County, CO
2025-08-23 09:54:41,785 - WARNING - Could not geocode Lamar Heights, Jefferson County, CO
2025-08-23 09:54:42,825 - WARNING - Could not geocode Greenbrier Cloverdale, Jefferson County, CO
2025-08-23 09:54:43,663 - WARNING - Could not geocode Campell Elementary, Jefferson County, CO
2025-08-23 09:54:45,171 - WARNING - Could not geocode Northeast Lakewood, Jefferson County, CO
2025-08-23 09:54:45,636 - WARNING - Could not geocode Daniels-Welchester, Jefferson County, CO
2025-08-23 09:54:46,648 - WARNING - Could not geocode West Lochwood, Jefferson County, CO
2025-08-23 09:54:48,254 - WARNING - Could not geocode Mid Lakewood, Jefferson County, CO
2025-08-23 09:54:48,718 - WARNING - Could not geocode Green Mountainside, Jefferson County, CO
2025-08-23 09:54:49,709 - WARNING - Could not geocode Clubcrest South, Jefferson County, CO
2025-08-23 09:54:50,845 - WARNING - Could not geocode Clarabell on Grandview, Jefferson County, CO
2025-08-23 09:54:51,757 - WARNING - Could not geocode Okane Park, Jefferson County, CO
2025-08-23 09:54:52,778 - WARNING - Could not geocode Allendale West, Jefferson County, CO
2025-08-23 09:54:53,564 - WARNING - Could not geocode Holbrok Park, Jefferson County, CO
2025-08-23 09:54:54,803 - WARNING - Could not geocode Far Horizions, Jefferson County, CO
2025-08-23 09:54:55,806 - WARNING - Could not geocode Ralston Estates West, Jefferson County, CO
2025-08-23 09:54:56,710 - WARNING - Could not geocode Ralston Esates East, Jefferson County, CO
2025-08-23 09:54:57,747 - WARNING - Could not geocode Lakecrest Cluster, Jefferson County, CO
2025-08-23 09:54:59,144 - WARNING - Could not geocode West Alameda Heights, Jefferson County, CO
2025-08-23 09:54:59,874 - WARNING - Could not geocode Belmar Gardens, Jefferson County, CO
2025-08-23 09:55:00,766 - WARNING - Could not geocode Lakecrest Cape, Jefferson County, CO
2025-08-23 09:55:02,772 - WARNING - Could not geocode Spring Mesa, Jefferson County, CO
2025-08-23 09:55:03,269 - WARNING - Could not geocode Double E Ranch, Jefferson County, CO
2025-08-23 09:55:03,989 - WARNING - Could not geocode Boyd Ponds, Jefferson County, CO
2025-08-23 09:55:06,739 - WARNING - Could not geocode Rodgers Park, Larimer County, CO
2025-08-23 09:55:07,576 - WARNING - Could not geocode Prospects/Shields, Larimer County, CO
2025-08-23 09:55:09,647 - WARNING - Could not geocode Staton Creek, Larimer County, CO
2025-08-23 09:55:09,769 - WARNING - Could not geocode P.O.E.T, Larimer County, CO
2025-08-23 09:55:11,456 - WARNING - Could not geocode Brown Farm, Larimer County, CO
2025-08-23 09:55:13,175 - WARNING - Could not geocode Old Town West, Larimer County, CO
2025-08-23 09:55:13,613 - WARNING - Could not geocode City Park Heights, Larimer County, CO
2025-08-23 09:55:14,130 - WARNING - Could not geocode Ponds at Overland, Larimer County, CO
2025-08-23 09:55:15,167 - WARNING - Could not geocode Imperial Estates, Larimer County, CO
2025-08-23 09:55:15,983 - WARNING - Could not geocode Side Hill, Larimer County, CO
2025-08-23 09:55:16,805 - WARNING - Could not geocode The Landings, Larimer County, CO
2025-08-23 09:55:18,838 - WARNING - Could not geocode Parkwood East, Larimer County, CO
2025-08-23 09:55:19,197 - WARNING - Could not geocode University North, Larimer County, CO
2025-08-23 09:55:19,584 - WARNING - Could not geocode Foxstone, Larimer County, CO
2025-08-23 09:55:21,045 - WARNING - Could not geocode Old Prospect, Larimer County, CO
2025-08-23 09:55:21,856 - WARNING - Could not geocode South Sheldon Lake, Larimer County, CO
2025-08-23 09:55:23,800 - WARNING - Could not geocode Southmoore Village, Larimer County, CO
2025-08-23 09:55:24,056 - WARNING - Could not geocode Prospect at Spring Meadows, Larimer County, CO
2025-08-23 09:55:25,509 - WARNING - Could not geocode Historic Fort Collins High School, Larimer County, CO
2025-08-23 09:55:26,503 - WARNING - Could not geocode Sheely Addtions, Larimer County, CO
2025-08-23 09:55:27,338 - WARNING - Could not geocode Spring Creek Dam, Larimer County, CO
2025-08-23 09:55:27,825 - WARNING - Could not geocode Scoth Pines, Larimer County, CO
2025-08-23 09:55:28,547 - WARNING - Could not geocode Provincetowne, Larimer County, CO
2025-08-23 09:55:30,188 - WARNING - Could not geocode University Acres, Larimer County, CO
2025-08-23 09:55:30,771 - WARNING - Could not geocode Matinez park, Larimer County, CO
2025-08-23 09:55:31,631 - WARNING - Could not geocode Highlander Heights, Larimer County, CO
2025-08-23 09:55:32,844 - WARNING - Could not geocode Capitol Hill, Larimer County, CO
2025-08-23 09:55:33,847 - WARNING - Could not geocode Mission Hills, Larimer County, CO
2025-08-23 09:55:35,409 - WARNING - Could not geocode South College Heights, Larimer County, CO
2025-08-23 09:55:35,644 - WARNING - Could not geocode Mullberry Hill, Larimer County, CO
2025-08-23 09:55:36,670 - WARNING - Could not geocode Stestson Creek, Larimer County, CO
2025-08-23 09:55:38,167 - WARNING - Could not geocode Warren Hills, Larimer County, CO
2025-08-23 09:55:38,706 - WARNING - Could not geocode Tennyson Heights, Larimer County, CO
2025-08-23 09:55:39,881 - WARNING - Could not geocode Thunder Moor, Larimer County, CO
2025-08-23 09:55:41,794 - WARNING - Could not geocode Meadows East, Larimer County, CO
2025-08-23 09:55:41,906 - WARNING - Could not geocode Hanna Farm, Larimer County, CO
2025-08-23 09:55:43,258 - WARNING - Could not geocode Northwest Martin Sub, Larimer County, CO
2025-08-23 09:55:44,142 - WARNING - Could not geocode East Dale, Larimer County, CO
2025-08-23 09:55:45,597 - WARNING - Could not geocode Maplehill, Larimer County, CO
2025-08-23 09:55:45,807 - WARNING - Could not geocode Richard's Lake, Larimer County, CO
2025-08-23 09:55:46,627 - WARNING - Could not geocode Horsetooth Lake Estates, Larimer County, CO
2025-08-23 09:55:47,665 - WARNING - Could not geocode Lind, Larimer County, CO
2025-08-23 09:55:59,389 - WARNING - Could not geocode West Side/ West End, Fairfield County, CT
2025-08-23 09:56:00,056 - WARNING - Could not geocode North End, Fairfield County, CT
2025-08-23 09:56:00,908 - WARNING - Could not geocode Downtown, Fairfield County, CT
2025-08-23 09:56:01,907 - WARNING - Could not geocode Brooklawn/ St. Vincent's, Fairfield County, CT
2025-08-23 09:56:02,960 - WARNING - Could not geocode North Stamford, Fairfield County, CT
2025-08-23 09:56:03,906 - WARNING - Could not geocode Glenbrook, Fairfield County, CT
2025-08-23 09:56:04,997 - WARNING - Could not geocode West Side, Fairfield County, CT
2025-08-23 09:56:06,317 - WARNING - Could not geocode Mill Hill, Fairfield County, CT
2025-08-23 09:56:06,952 - WARNING - Could not geocode Cove - East Side, Fairfield County, CT
2025-08-23 09:56:08,172 - WARNING - Could not geocode Turn of River, Fairfield County, CT
2025-08-23 09:56:09,102 - WARNING - Could not geocode Sandy Hook, Fairfield County, CT
2025-08-23 09:56:10,213 - WARNING - Could not geocode Riverside, Fairfield County, CT
2025-08-23 09:56:10,736 - WARNING - Could not geocode Springdale, Fairfield County, CT
2025-08-23 09:56:11,666 - WARNING - Could not geocode Resevoir, Fairfield County, CT
2025-08-23 09:56:13,443 - WARNING - Could not geocode Black Rock, Fairfield County, CT
2025-08-23 09:56:13,932 - WARNING - Could not geocode East End, Fairfield County, CT
2025-08-23 09:56:14,952 - WARNING - Could not geocode South End, Fairfield County, CT
2025-08-23 09:56:15,758 - WARNING - Could not geocode Flax Hill, Fairfield County, CT
2025-08-23 09:56:16,802 - WARNING - Could not geocode Waterside, Fairfield County, CT
2025-08-23 09:56:17,849 - WARNING - Could not geocode Southport, Fairfield County, CT
2025-08-23 09:56:18,855 - WARNING - Could not geocode Ridgeway, Fairfield County, CT
2025-08-23 09:56:19,708 - WARNING - Could not geocode Shippan, Fairfield County, CT
2025-08-23 09:56:22,197 - WARNING - Could not geocode Newfield, Fairfield County, CT
2025-08-23 09:56:22,730 - WARNING - Could not geocode Belltown, Fairfield County, CT
2025-08-23 09:56:22,743 - WARNING - Could not geocode Spring Hill, Fairfield County, CT
2025-08-23 09:56:23,770 - WARNING - Could not geocode Westover, Fairfield County, CT
2025-08-23 09:56:25,341 - WARNING - Could not geocode Broad River, Fairfield County, CT
2025-08-23 09:56:25,883 - WARNING - Could not geocode Marvin Beach, Fairfield County, CT
2025-08-23 09:56:26,953 - WARNING - Could not geocode Golden Hill, Fairfield County, CT
2025-08-23 09:56:27,733 - WARNING - Could not geocode Harborview, Fairfield County, CT
2025-08-23 09:56:28,751 - WARNING - Could not geocode Roxbury, Fairfield County, CT
2025-08-23 09:56:29,825 - WARNING - Could not geocode Wilton Avenue, Fairfield County, CT
2025-08-23 09:56:30,749 - WARNING - Could not geocode Palmers Hill, Fairfield County, CT
2025-08-23 09:56:31,951 - WARNING - Could not geocode Harbor Shores, Fairfield County, CT
2025-08-23 09:56:34,870 - WARNING - Could not geocode North East, Hartford County, CT
2025-08-23 09:56:35,500 - WARNING - Could not geocode Thompsonville, Hartford County, CT
2025-08-23 09:56:36,838 - WARNING - Could not geocode Blue Hills, Hartford County, CT
2025-08-23 09:56:37,703 - WARNING - Could not geocode South End, Hartford County, CT
2025-08-23 09:56:38,496 - WARNING - Could not geocode Asylum Hill, Hartford County, CT
2025-08-23 09:56:39,534 - WARNING - Could not geocode Behind the Rocks, Hartford County, CT
2025-08-23 09:56:40,568 - WARNING - Could not geocode Frog Hollow, Hartford County, CT
2025-08-23 09:56:41,739 - WARNING - Could not geocode West End, Hartford County, CT
2025-08-23 09:56:42,848 - WARNING - Could not geocode South West, Hartford County, CT
2025-08-23 09:56:43,692 - WARNING - Could not geocode Upper Albany, Hartford County, CT
2025-08-23 09:56:44,624 - WARNING - Could not geocode Buckley, Hartford County, CT
2025-08-23 09:56:45,745 - WARNING - Could not geocode West Side, Hartford County, CT
2025-08-23 09:56:46,897 - WARNING - Could not geocode Clay-Arsenal, Hartford County, CT
2025-08-23 09:56:47,647 - WARNING - Could not geocode Robertson, Hartford County, CT
2025-08-23 09:56:48,532 - WARNING - Could not geocode Parkville, Hartford County, CT
2025-08-23 09:56:50,093 - WARNING - Could not geocode Highland Park, Hartford County, CT
2025-08-23 09:56:50,418 - WARNING - Could not geocode Verplanck, Hartford County, CT
2025-08-23 09:56:51,466 - WARNING - Could not geocode Keeney, Hartford County, CT
2025-08-23 09:56:52,503 - WARNING - Could not geocode West Simsbury, Hartford County, CT
2025-08-23 09:56:53,868 - WARNING - Could not geocode Central Manchester, Hartford County, CT
2025-08-23 09:56:54,535 - WARNING - Could not geocode Bowers, Hartford County, CT
2025-08-23 09:56:55,575 - WARNING - Could not geocode Buckland, Hartford County, CT
2025-08-23 09:56:56,566 - WARNING - Could not geocode Eastside, Hartford County, CT
2025-08-23 09:56:57,509 - WARNING - Could not geocode Waddell, Hartford County, CT
2025-08-23 09:56:58,464 - WARNING - Could not geocode Collinsville, Hartford County, CT
